participant,group,trial,label,no,item,exp,condition,cb,left,right,target,r1,r2,r3,r4,r5,r6,r7,sentence_rt,question_rt,choice_rt,choice,chosen_type,mismatch,dominant,prop_left,prop_right,total_dwell,dwell_left,dwell_right,fixations_left,fixations_right,total_fixation,revisits_left,revisits_right,total_revisits,transitions,ffs,ffd,fvs,fvd,cxt
participant_001,b,34,experiment,2,1,1,unmodified,y,1b,1a,,477.0,444.0,428.0,380.0,409.0,412.0,469.0,3019.0,,2595.0,right,A,False,right,0.0,1.0,1228.0,0.0,1228.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,right,154.0,right,1228.0,unmodified.A
participant_001,b,26,experiment,4,2,1,exhaustive,y,2b,2a,2a,557.0,641.0,525.0,502.0,513.0,549.0,865.0,4152.0,,2288.0,right,A,False,right,0.0,1.0,355.9,0.0,355.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,355.9,right,355.9,exhaustive.A
participant_001,b,49,experiment,9,3,1,contrastive,n,3a,3b,3b,499.0,434.0,466.0,404.0,424.0,557.0,701.0,3485.0,,4059.0,left,A,True,left,0.523,0.477,2370.0,1239.0,1131.0,6.0,4.0,10.0,5.0,3.0,8.0,7.0,left,64.0,left,131.0,contrastive.A
participant_001,b,25,experiment,11,4,1,unmodified,n,4a,4b,,518.0,649.0,557.0,609.0,522.0,761.0,780.0,4396.0,,2406.0,left,A,False,left,0.882,0.118,1097.0,968.0,129.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0,right,63.0,right,129.0,unmodified.A
participant_001,b,13,experiment,13,5,1,exhaustive,n,5a,5b,5a,633.0,666.0,558.0,476.0,450.0,584.0,731.0,4098.0,,3774.0,left,A,False,left,0.699,0.301,2532.0,1770.0,762.0,4.0,4.0,8.0,3.0,3.0,6.0,4.0,left,273.0,left,1037.0,exhaustive.A
participant_001,b,15,experiment,18,6,1,contrastive,y,6b,6a,6b,569.0,464.0,484.0,500.0,468.0,548.0,886.0,3919.0,,3588.0,right,A,True,right,0.21,0.79,2064.0,434.0,1630.0,2.0,5.0,7.0,1.0,4.0,5.0,2.0,right,385.0,right,385.0,contrastive.A
participant_001,b,37,experiment,20,7,1,unmodified,y,7b,7a,,501.0,454.0,418.0,400.0,367.0,411.0,483.0,3034.0,,2060.0,right,A,False,right,0.0,1.0,1005.0,0.0,1005.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,301.0,right,1005.0,unmodified.A
participant_001,b,17,experiment,22,8,1,exhaustive,y,8b,8a,8a,468.0,436.0,426.0,389.0,430.0,434.0,468.0,3051.0,,2222.0,right,A,False,right,0.06,0.94,1049.0,63.0,986.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,right,103.0,right,103.0,exhaustive.A
participant_001,b,12,experiment,27,9,1,contrastive,n,9a,9b,9b,611.0,634.0,584.0,650.0,649.0,733.0,947.0,4808.0,,5462.0,left,A,True,right,0.437,0.563,3931.0,1716.0,2215.0,6.0,8.0,14.0,5.0,7.0,12.0,7.0,right,616.0,right,616.0,contrastive.A
participant_001,b,21,experiment,29,10,1,unmodified,n,10a,10b,,570.0,629.0,505.0,531.0,481.0,500.0,587.0,3803.0,,3117.0,left,A,False,left,0.618,0.382,1434.0,886.0,548.0,5.0,4.0,9.0,4.0,3.0,7.0,6.0,left,134.0,left,134.0,unmodified.A
participant_001,b,39,experiment,31,11,1,exhaustive,n,11a,11b,11a,433.0,436.0,413.0,438.0,386.0,477.0,770.0,3353.0,,2753.0,left,A,False,left,0.842,0.158,1522.0,1281.0,241.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,right,124.0,right,124.0,exhaustive.A
participant_001,b,41,experiment,36,12,1,contrastive,y,12b,12a,12b,632.0,452.0,399.0,397.0,385.0,489.0,685.0,3439.0,,3724.0,right,A,True,left,0.552,0.448,1144.9,632.0,512.9,3.0,2.0,5.0,2.0,1.0,3.0,2.0,right,157.0,right,157.0,contrastive.A
participant_001,b,14,experiment,38,13,1,unmodified,y,13b,13a,,500.0,467.0,433.0,535.0,516.0,620.0,945.0,4016.0,,2436.0,right,A,False,right,0.378,0.622,1281.0,484.0,797.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,left,418.0,left,418.0,unmodified.A
participant_001,b,29,experiment,40,14,1,exhaustive,y,14b,14a,14a,508.0,485.0,466.0,466.0,433.0,536.0,1042.0,3936.0,,4493.0,right,A,False,left,0.55,0.45,1159.8,637.9,521.9,3.0,3.0,6.0,2.0,2.0,4.0,2.0,right,62.0,right,62.0,exhaustive.A
participant_001,b,46,experiment,45,15,1,contrastive,n,15a,15b,15b,379.0,382.0,369.0,369.0,348.0,448.0,1308.0,3603.0,,5214.0,left,A,True,right,0.382,0.618,3685.0,1409.0,2276.0,6.0,7.0,13.0,5.0,6.0,11.0,9.0,right,149.0,right,149.0,contrastive.A
participant_001,b,18,experiment,47,16,1,unmodified,n,16a,16b,,544.0,431.0,368.0,404.0,381.0,397.0,856.0,3381.0,,2814.0,left,A,False,left,0.698,0.302,1719.0,1200.0,519.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,right,252.0,right,252.0,unmodified.A
participant_001,b,23,experiment,49,17,1,exhaustive,n,17a,17b,17a,492.0,469.0,461.0,469.0,436.0,497.0,690.0,3514.0,,3108.0,left,A,False,left,0.542,0.458,1654.0,897.0,757.0,5.0,3.0,8.0,4.0,2.0,6.0,5.0,left,62.0,left,62.0,exhaustive.A
participant_001,b,43,experiment,54,18,1,contrastive,y,18b,18a,18b,500.0,489.0,443.0,451.0,422.0,460.0,685.0,3450.0,,1986.3055186458785,left,B,False,left,0.677,0.323,5127.9,3471.0,1656.9,16.0,7.0,23.0,15.0,6.0,21.0,9.0,right,191.0,right,257.0,contrastive.B
participant_002,a,36,experiment,1,1,1,exhaustive,n,1a,1b,1a,559.0,532.0,556.0,696.0,584.0,756.0,906.0,4589.0,,1745.0,left,A,False,left,0.744,0.256,363.0,270.0,93.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,162.0,left,162.0,exhaustive.A
participant_002,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,467.0,544.0,588.0,586.0,466.0,589.0,819.0,4059.0,,2456.0,left,B,False,right,0.289,0.711,1292.0,373.0,919.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,919.0,right,919.0,contrastive.B
participant_002,a,18,experiment,8,3,1,unmodified,y,3b,3a,,741.0,1083.0,963.0,1085.0,1014.0,1345.0,1202.0,7433.0,,3035.0,right,A,False,right,0.341,0.659,1793.0,612.0,1181.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,878.0,right,1181.0,unmodified.A
participant_002,a,43,experiment,10,4,1,exhaustive,y,4b,4a,4a,548.0,697.0,574.0,559.0,585.0,620.0,641.0,4224.0,,2028.0,right,A,False,right,0.0,1.0,1004.0,0.0,1004.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,1004.0,right,1004.0,exhaustive.A
participant_002,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,1239.0,947.0,1051.0,762.0,845.0,943.0,1159.0,6946.0,,3306.0,left,A,True,right,0.302,0.698,2043.0,617.0,1426.0,3.0,3.0,6.0,2.0,2.0,4.0,3.0,right,187.0,right,612.0,contrastive.A
participant_002,a,13,experiment,17,6,1,unmodified,n,6a,6b,,636.0,745.0,770.0,780.0,787.0,949.0,1263.0,5930.0,,2010.0,left,A,False,left,1.0,0.0,675.0,675.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,240.0,left,675.0,unmodified.A
participant_002,a,49,experiment,19,7,1,exhaustive,n,7a,7b,7a,548.0,604.0,524.0,521.0,575.0,678.0,510.0,3960.0,,1831.0,left,A,False,left,0.767,0.233,618.0,474.0,144.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,144.0,right,144.0,exhaustive.A
participant_002,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,540.0,578.0,557.0,596.0,520.0,700.0,652.0,4143.0,,1564.0,right,A,True,,,,1241.0205523964257,,,,,4.197400487408611,,,,1.718927701056052,,297.4779853777416,,460.1625507717303,contrastive.A
participant_002,a,35,experiment,26,9,1,unmodified,y,9b,9a,,634.0,553.0,536.0,623.0,551.0,706.0,820.0,4423.0,,1989.0,right,A,False,right,0.188,0.812,817.0,154.0,663.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,154.0,left,154.0,unmodified.A
participant_002,a,45,experiment,28,10,1,exhaustive,y,10b,10a,10a,653.0,578.0,593.0,603.0,508.0,715.0,677.0,4327.0,,1807.0,right,A,False,right,0.0,1.0,637.0,0.0,637.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,637.0,right,637.0,exhaustive.A
participant_002,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,625.0,566.0,725.0,602.0,681.0,816.0,744.0,4759.0,,1995.0,left,A,True,left,0.724,0.276,762.0,552.0,210.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0,right,210.0,right,210.0,contrastive.A
participant_002,a,27,experiment,35,12,1,unmodified,n,12a,12b,,533.0,667.0,551.0,765.0,786.0,894.0,866.0,5062.0,,2193.0,left,A,False,left,1.0,0.0,331.0,331.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,331.0,left,331.0,unmodified.A
participant_002,a,38,experiment,37,13,1,exhaustive,n,13a,13b,13a,621.0,587.0,542.0,606.0,658.0,648.0,864.0,4526.0,,1902.0,left,A,False,right,0.216,0.784,672.0,145.0,527.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,408.0,right,527.0,exhaustive.A
participant_002,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,1126.0,595.0,682.0,695.0,629.0,841.0,871.0,5439.0,,1986.3055186458785,right,A,True,left,0.509,0.491,5826.0,2965.0,2861.0,9.0,6.0,15.0,8.0,5.0,13.0,10.0,left,168.0,left,168.0,contrastive.A
participant_002,a,29,experiment,44,15,1,unmodified,y,15b,15a,,541.0,689.0,642.0,728.0,710.0,831.0,834.0,4975.0,,1649.0,right,A,False,,,,1241.0205523964257,,,,,4.197400487408611,,,,1.718927701056052,,297.4779853777416,,460.1625507717303,unmodified.A
participant_002,a,40,experiment,46,16,1,exhaustive,y,16b,16a,16a,645.0,570.0,532.0,625.0,652.0,628.0,744.0,4396.0,,1656.0,right,A,False,left,0.775,0.225,444.0,344.0,100.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,96.0,left,96.0,exhaustive.A
participant_002,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,637.0,572.0,673.0,646.0,693.0,705.0,984.0,4910.0,,1823.0,left,A,True,right,0.467,0.533,516.0,241.0,275.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,175.0,right,275.0,contrastive.A
participant_002,a,21,experiment,53,18,1,unmodified,n,18a,18b,,650.0,681.0,1042.0,832.0,961.0,1063.0,1575.0,6804.0,,6059.0,left,A,False,right,0.141,0.859,2988.9,421.9,2567.0,2.0,6.0,8.0,1.0,5.0,6.0,3.0,right,859.0,right,1290.0,unmodified.A
participant_003,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,483.0,396.0,428.0,405.0,402.0,612.0,481.0,3207.0,,2130.0,right,B,False,right,0.0,1.0,820.0,0.0,820.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,633.0,right,820.0,contrastive.B
participant_003,c,36,experiment,5,2,1,unmodified,n,2a,2b,,440.0,342.0,384.0,444.0,431.0,484.0,476.0,3001.0,,2052.0,left,A,False,left,1.0,0.0,818.0,818.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,120.0,left,818.0,unmodified.A
participant_003,c,34,experiment,7,3,1,exhaustive,n,3a,3b,3a,473.0,393.0,366.0,443.0,408.0,888.0,383.0,3354.0,,2006.0,left,A,False,left,1.0,0.0,928.0,928.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,928.0,left,928.0,exhaustive.A
participant_003,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,449.0,346.0,370.0,468.0,373.0,349.0,434.0,2789.0,,2091.0,left,B,False,left,1.0,0.0,792.0,792.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,792.0,left,792.0,contrastive.B
participant_003,c,27,experiment,14,5,1,unmodified,y,5b,5a,,512.0,539.0,449.0,383.0,434.0,397.0,576.0,3290.0,,2985.0,right,A,False,right,0.464,0.536,1072.9,497.9,575.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,142.0,left,497.9,unmodified.A
participant_003,c,17,experiment,16,6,1,exhaustive,y,6b,6a,6a,502.0,501.0,492.0,481.0,445.0,541.0,456.0,3418.0,,2475.0,right,A,False,right,0.257,0.743,1172.0,301.0,871.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,right,136.0,right,221.0,exhaustive.A
participant_003,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,458.0,311.0,329.0,326.0,301.0,353.0,380.0,2458.0,,2072.0,right,B,False,right,0.252,0.748,698.0,176.0,522.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,90.0,left,176.0,contrastive.B
participant_003,c,12,experiment,23,8,1,unmodified,n,8a,8b,,748.0,669.0,468.0,504.0,546.0,604.0,505.0,4044.0,,2880.0,left,A,False,left,0.796,0.204,692.0,551.0,141.0,4.0,1.0,5.0,3.0,0.0,3.0,2.0,left,162.0,left,162.0,unmodified.A
participant_003,c,40,experiment,25,9,1,exhaustive,n,9a,9b,9a,481.0,397.0,325.0,494.0,417.0,404.0,475.0,2993.0,,2227.0,left,A,False,left,0.72,0.28,1122.0,808.0,314.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,314.0,right,314.0,exhaustive.A
participant_003,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,455.0,392.0,351.0,489.0,439.0,413.0,800.0,3339.0,,2240.0,left,B,False,left,1.0,0.0,1103.0,1103.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,352.0,left,1103.0,contrastive.B
participant_003,c,22,experiment,32,11,1,unmodified,y,11b,11a,,434.0,549.0,479.0,435.0,492.0,728.0,582.0,3699.0,,2453.0,right,A,False,right,0.0,1.0,535.9,0.0,535.9,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,180.0,right,535.9,unmodified.A
participant_003,c,10,experiment,34,12,1,exhaustive,y,12b,12a,12a,848.0,913.0,1243.0,988.0,1078.0,1042.0,2302.0,8414.0,,2895.0,right,A,False,right,0.097,0.903,1489.0,145.0,1344.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,left,145.0,left,145.0,exhaustive.A
participant_003,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,556.0,465.0,464.0,481.0,414.0,397.0,865.0,3642.0,,6265.0,right,B,False,right,0.367,0.633,2395.8,880.0,1515.8,4.0,4.0,8.0,3.0,3.0,6.0,3.0,left,129.0,left,325.0,contrastive.B
participant_003,c,29,experiment,41,14,1,unmodified,n,14a,14b,,462.0,381.0,332.0,435.0,435.0,684.0,1017.0,3746.0,,5251.0,left,A,False,left,0.864,0.136,2612.9,2257.0,355.9,3.0,1.0,4.0,2.0,0.0,2.0,1.0,right,355.9,right,355.9,unmodified.A
participant_003,c,15,experiment,43,15,1,exhaustive,n,15a,15b,15a,701.0,553.0,593.0,669.0,523.0,935.0,636.0,4610.0,,3900.0,left,A,False,left,0.623,0.377,2124.0,1323.0,801.0,4.0,3.0,7.0,3.0,2.0,5.0,2.0,left,138.0,left,138.0,exhaustive.A
participant_003,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,451.0,398.0,458.0,467.0,448.0,445.0,918.0,3585.0,,2263.0,left,B,False,left,1.0,0.0,1147.0,1147.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,212.0,left,1147.0,contrastive.B
participant_003,c,24,experiment,50,17,1,unmodified,y,17b,17a,,423.0,393.0,350.0,405.0,1088.0,780.0,1119.0,4558.0,,2520.0,right,A,False,right,0.405,0.595,1342.0,543.0,799.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,right,133.0,right,133.0,unmodified.A
participant_003,c,38,experiment,52,18,1,exhaustive,y,18b,18a,18a,448.0,348.0,1172.0,443.0,536.0,494.0,446.0,3887.0,,1986.3055186458785,right,A,False,right,0.426,0.574,2921.8,1243.9,1677.9,2.0,4.0,6.0,1.0,3.0,4.0,4.0,right,261.0,right,261.0,exhaustive.A
participant_004,a,36,experiment,1,1,1,exhaustive,n,1a,1b,1a,520.0,562.0,546.0,589.0,532.0,649.0,561.0,3959.0,,2476.0,left,A,False,left,0.734,0.266,1363.0,1000.0,363.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,363.0,right,363.0,exhaustive.A
participant_004,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,532.0,504.0,508.0,518.0,520.0,525.0,453.0,3560.0,,2140.0,left,B,False,left,1.0,0.0,1023.0,1023.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,92.0,left,1023.0,contrastive.B
participant_004,a,18,experiment,8,3,1,unmodified,y,3b,3a,,538.0,610.0,602.0,670.0,678.0,762.0,606.0,4466.0,,5601.0,right,A,False,right,0.367,0.633,4028.0,1480.0,2548.0,6.0,5.0,11.0,5.0,4.0,9.0,7.0,left,99.0,left,358.0,unmodified.A
participant_004,a,43,experiment,10,4,1,exhaustive,y,4b,4a,4a,474.0,776.0,513.0,684.0,627.0,593.0,548.0,4215.0,,2136.0,right,A,False,right,0.151,0.849,1044.0,158.0,886.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,91.0,left,158.0,exhaustive.A
participant_004,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,841.0,871.0,776.0,762.0,812.0,1133.0,1083.0,6278.0,,4480.0,left,A,True,left,0.527,0.473,1763.9,929.0,834.9,3.0,2.0,5.0,2.0,1.0,3.0,4.0,left,150.0,left,150.0,contrastive.A
participant_004,a,13,experiment,17,6,1,unmodified,n,6a,6b,,516.0,783.0,675.0,648.0,754.0,739.0,552.0,4667.0,,4011.0,left,A,False,left,0.809,0.191,2638.0,2133.0,505.0,5.0,3.0,8.0,4.0,2.0,6.0,2.0,left,66.0,left,1417.0,unmodified.A
participant_004,a,49,experiment,19,7,1,exhaustive,n,7a,7b,7a,544.0,597.0,536.0,604.0,548.0,663.0,922.0,4414.0,,2384.0,left,A,False,left,1.0,0.0,421.9,421.9,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,66.0,left,421.9,exhaustive.A
participant_004,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,495.0,502.0,500.0,464.0,524.0,463.0,585.0,3533.0,,2182.0,left,B,False,left,0.932,0.068,1000.0,932.0,68.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,64.0,left,64.0,contrastive.B
participant_004,a,35,experiment,26,9,1,unmodified,y,9b,9a,,586.0,660.0,552.0,620.0,681.0,668.0,800.0,4567.0,,2120.0,right,A,False,right,0.062,0.938,1099.0,68.0,1031.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,68.0,left,68.0,unmodified.A
participant_004,a,45,experiment,28,10,1,exhaustive,y,10b,10a,10a,1024.0,532.0,606.0,533.0,561.0,588.0,543.0,4387.0,,2377.0,right,A,False,right,0.0,1.0,355.9,0.0,355.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,355.9,right,355.9,exhaustive.A
participant_004,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,498.0,614.0,742.0,581.0,548.0,650.0,553.0,4186.0,,2027.0,right,B,False,right,0.0,1.0,889.0,0.0,889.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,217.0,right,889.0,contrastive.B
participant_004,a,27,experiment,35,12,1,unmodified,n,12a,12b,,589.0,600.0,491.0,613.0,607.0,745.0,626.0,4271.0,,2088.0,left,A,False,left,0.715,0.285,877.0,627.0,250.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0,right,250.0,right,250.0,unmodified.A
participant_004,a,38,experiment,37,13,1,exhaustive,n,13a,13b,13a,583.0,606.0,502.0,515.0,571.0,662.0,579.0,4018.0,,2452.0,left,A,False,left,1.0,0.0,938.0,938.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,62.0,left,938.0,exhaustive.A
participant_004,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,566.0,622.0,911.0,604.0,566.0,673.0,988.0,4930.0,,4852.0,left,B,False,left,0.579,0.421,2129.9,1233.9,896.0,6.0,3.0,9.0,5.0,2.0,7.0,3.0,right,266.0,right,266.0,contrastive.B
participant_004,a,29,experiment,44,15,1,unmodified,y,15b,15a,,600.0,859.0,668.0,641.0,657.0,743.0,667.0,4835.0,,2619.0,right,A,False,right,0.419,0.581,1348.0,565.0,783.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,132.0,left,565.0,unmodified.A
participant_004,a,40,experiment,46,16,1,exhaustive,y,16b,16a,16a,491.0,651.0,616.0,597.0,535.0,633.0,801.0,4324.0,,2138.0,right,A,False,right,0.295,0.705,852.0,251.0,601.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,251.0,left,251.0,exhaustive.A
participant_004,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,715.0,745.0,859.0,861.0,781.0,718.0,2420.0,7099.0,,2178.0,left,A,True,left,0.801,0.199,980.0,785.0,195.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,195.0,right,195.0,contrastive.A
participant_004,a,21,experiment,53,18,1,unmodified,n,18a,18b,,494.0,599.0,599.0,520.0,537.0,586.0,621.0,3956.0,,2185.0,left,A,False,left,0.865,0.135,985.0,852.0,133.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,133.0,right,133.0,unmodified.A
participant_005,a,36,experiment,1,1,1,exhaustive,n,1a,1b,1a,483.0,411.0,433.0,511.0,520.0,726.0,651.0,3735.0,,3434.0,left,A,False,left,0.629,0.371,1895.0,1192.0,703.0,3.0,4.0,7.0,2.0,3.0,5.0,1.0,right,159.0,right,703.0,exhaustive.A
participant_005,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,409.0,368.0,328.0,372.0,338.0,320.0,341.0,2476.0,,2971.0,left,B,False,left,0.614,0.386,579.9,355.9,224.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,91.0,right,224.0,contrastive.B
participant_005,a,18,experiment,8,3,1,unmodified,y,3b,3a,,426.0,524.0,259.0,334.0,338.0,404.0,463.0,2748.0,,3060.0,right,A,False,right,0.368,0.632,1603.0,590.0,1013.0,4.0,3.0,7.0,3.0,2.0,5.0,1.0,left,249.0,left,590.0,unmodified.A
participant_005,a,43,experiment,10,4,1,exhaustive,y,4b,4a,4a,476.0,364.0,425.0,523.0,443.0,493.0,792.0,3516.0,,2837.0,right,A,False,right,0.188,0.812,1544.0,290.0,1254.0,2.0,3.0,5.0,1.0,2.0,3.0,3.0,left,211.0,left,211.0,exhaustive.A
participant_005,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,495.0,451.0,453.0,440.0,462.0,491.0,708.0,3500.0,,2497.0,right,B,False,right,0.099,0.901,1156.0,115.0,1041.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,115.0,left,115.0,contrastive.B
participant_005,a,13,experiment,17,6,1,unmodified,n,6a,6b,,454.0,368.0,369.0,459.0,464.0,393.0,618.0,3125.0,,2444.0,left,A,False,left,1.0,0.0,1315.0,1315.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,242.0,left,1315.0,unmodified.A
participant_005,a,49,experiment,19,7,1,exhaustive,n,7a,7b,7a,422.0,338.0,334.0,351.0,431.0,452.0,454.0,2782.0,,2754.0,left,A,False,left,0.697,0.303,510.9,355.9,155.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,155.0,right,155.0,exhaustive.A
participant_005,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,409.0,365.0,395.0,390.0,402.0,395.0,403.0,2759.0,,2985.0,left,B,False,left,0.841,0.159,1693.0,1424.0,269.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,269.0,right,269.0,contrastive.B
participant_005,a,35,experiment,26,9,1,unmodified,y,9b,9a,,411.0,289.0,576.0,21.0,1232.0,474.0,951.0,3954.0,,2939.0,right,A,False,right,0.21,0.79,1896.0,399.0,1497.0,2.0,3.0,5.0,1.0,2.0,3.0,4.0,right,326.0,right,326.0,unmodified.A
participant_005,a,45,experiment,28,10,1,exhaustive,y,10b,10a,10a,550.0,414.0,464.0,414.0,416.0,410.0,443.0,3111.0,,3207.0,right,A,False,right,0.0,1.0,1000.9,0.0,1000.9,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,355.9,right,1000.9,exhaustive.A
participant_005,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,484.0,471.0,443.0,463.0,441.0,435.0,623.0,3360.0,,2488.0,right,B,False,right,0.0,1.0,1243.0,0.0,1243.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,82.0,right,1243.0,contrastive.B
participant_005,a,27,experiment,35,12,1,unmodified,n,12a,12b,,545.0,316.0,313.0,322.0,309.0,335.0,554.0,2694.0,,2671.0,left,A,False,left,0.751,0.249,1140.0,856.0,284.0,3.0,3.0,6.0,2.0,2.0,4.0,2.0,left,94.0,left,94.0,unmodified.A
participant_005,a,38,experiment,37,13,1,exhaustive,n,13a,13b,13a,475.0,353.0,325.0,591.0,490.0,493.0,630.0,3357.0,,3297.0,left,A,False,left,0.652,0.348,1947.0,1270.0,677.0,3.0,1.0,4.0,2.0,0.0,2.0,2.0,left,81.0,left,81.0,exhaustive.A
participant_005,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,436.0,362.0,1127.0,464.0,408.0,861.0,895.0,4553.0,,4260.0,left,B,False,left,0.613,0.387,2857.0,1752.0,1105.0,5.0,3.0,8.0,4.0,2.0,6.0,3.0,right,878.0,right,878.0,contrastive.B
participant_005,a,29,experiment,44,15,1,unmodified,y,15b,15a,,438.0,348.0,384.0,401.0,384.0,453.0,430.0,2838.0,,2879.0,right,A,False,right,0.463,0.537,878.9,407.0,471.9,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,407.0,left,407.0,unmodified.A
participant_005,a,40,experiment,46,16,1,exhaustive,y,16b,16a,16a,429.0,358.0,373.0,414.0,432.0,475.0,762.0,3243.0,,2904.0,right,A,False,left,0.533,0.467,761.9,406.0,355.9,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,406.0,left,406.0,exhaustive.A
participant_005,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,436.0,355.0,475.0,471.0,452.0,484.0,587.0,3260.0,,6226.0,right,B,False,right,0.238,0.762,1308.8,312.0,996.8,1.0,4.0,5.0,0.0,3.0,3.0,2.0,right,190.0,right,545.9,contrastive.B
participant_005,a,21,experiment,53,18,1,unmodified,n,18a,18b,,490.0,376.0,324.0,379.0,315.0,377.0,545.0,2806.0,,2921.0,left,A,False,left,0.895,0.105,1669.0,1493.0,176.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,176.0,right,176.0,unmodified.A
participant_006,a,36,experiment,1,1,1,exhaustive,n,1a,1b,1a,596.0,693.0,604.0,748.0,588.0,627.0,660.0,4516.0,,2135.0,left,A,False,left,0.789,0.211,861.0,679.0,182.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,right,67.0,right,182.0,exhaustive.A
